N,P,K,temperature,humidity,ph,rainfall,label
-0.5839,-0.5265,-0.4572,0.5272,0.7618,0.854,-0.9991,mungbean
-1.2613,-0.5265,-0.5164,0.3936,0.6582,0.7021,-1.0859,mungbean
-1.0987,0.1709,-0.5164,0.5912,0.6969,0.8868,-1.2106,mungbean
-0.9903,-0.1626,-0.5362,0.717,0.5984,0.6743,-0.9106,mungbean
-1.1529,-0.102,-0.5362,0.5951,0.7922,-0.3238,-0.9639,mungbean
-0.8278,-0.4052,-0.6546,0.7816,0.7455,0.9435,-1.0632,mungbean
-0.3943,-0.3142,-0.5164,0.4367,0.7047,-0.1029,-0.8206,mungbean
-0.9903,0.1103,-0.6546,0.8414,0.5241,0.199,-1.1528,mungbean
-1.0716,0.2013,-0.4967,0.3399,0.7647,0.7283,-0.953,mungbean
-1.0987,0.1709,-0.6546,0.8324,0.8007,-0.188,-0.8116,mungbean
-1.18,0.2013,-0.4572,0.5252,0.5067,-0.0928,-0.8629,mungbean
-1.3154,-0.1929,-0.6546,0.84,0.6519,-0.0879,-0.8199,mungbean
-0.8278,-0.2536,-0.5164,0.7847,0.8317,0.5623,-0.8827,mungbean
-1.3154,-0.4355,-0.6546,0.4851,0.5135,0.0117,-0.98,mungbean
-0.6381,-0.4052,-0.4769,0.4393,0.8318,0.7671,-0.9212,mungbean
-0.4214,-0.1626,-0.6546,0.2947,0.7174,0.6621,-0.8813,mungbean
-1.2613,0.1709,-0.4572,0.4087,0.47,-0.3132,-0.8889,mungbean
-1.3425,-0.1626,-0.4769,0.7367,0.6345,-0.3058,-0.8086,mungbean
-0.3943,-0.3142,-0.5362,0.5426,0.601,0.8671,-0.9197,mungbean
-1.0716,-0.2233,-0.4769,0.4023,0.8233,-0.0132,-0.8543,mungbean
-0.4485,-0.1929,-0.5757,0.3353,0.6275,0.1284,-0.9157,mungbean
-0.8007,-0.2839,-0.5954,0.287,0.6927,0.8517,-0.9645,mungbean
-0.909,0.1406,-0.5559,0.484,0.6485,-0.0518,-1.1689,mungbean
-0.6923,-0.4052,-0.5362,0.4182,0.4339,-0.2851,-1.079,mungbean
-1.3154,-0.4658,-0.5954,0.3793,0.8288,0.1944,-1.0552,mungbean
-1.1258,-0.1626,-0.5559,0.7997,0.5751,-0.1188,-0.8621,mungbean
-0.3672,-0.1323,-0.4572,0.849,0.6457,-0.0698,-1.1297,mungbean
-0.3943,-0.4658,-0.6546,0.5427,0.724,-0.1923,-0.8275,mungbean
-0.2859,0.1406,-0.6546,0.7601,0.7245,0.6577,-1.0976,mungbean
-0.5568,-0.2839,-0.6349,0.8126,0.5126,-0.0351,-0.9564,mungbean
-1.3425,0.1709,-0.4967,0.3659,0.7051,0.924,-1.0861,mungbean
-1.1258,-0.1626,-0.5164,0.4256,0.7017,-0.086,-0.982,mungbean
-0.9903,-0.3749,-0.6152,0.6939,0.7638,0.7968,-1.2196,mungbean
-0.4214,-0.0413,-0.5757,0.2943,0.8273,0.2961,-1.2013,mungbean
-0.5297,-0.1626,-0.6152,0.6448,0.6946,0.1619,-0.9039,mungbean
-1.2613,-0.3749,-0.5559,0.4999,0.5534,0.2307,-1.2015,mungbean
-0.5568,-0.4962,-0.4572,0.8444,0.3892,0.8408,-0.8857,mungbean
-1.1258,-0.5568,-0.5559,0.3553,0.4267,0.5742,-1.1453,mungbean
-0.8278,-0.3749,-0.5559,0.7223,0.8089,0.78,-0.9562,mungbean
-0.3672,-0.102,-0.4967,0.7974,0.7639,0.0788,-0.8635,mungbean
-0.4485,-0.5568,-0.5362,0.5588,0.5029,0.2777,-0.824,mungbean
-0.9903,-0.4962,-0.6546,0.4634,0.5613,0.1446,-0.9924,mungbean
-0.7465,-0.4355,-0.5164,0.719,0.4716,0.511,-1.1182,mungbean
-1.2342,-0.2536,-0.5362,0.5425,0.7425,0.0228,-1.0995,mungbean
-0.7736,-0.4962,-0.5559,0.3973,0.6744,0.1761,-1.1685,mungbean
-0.2859,-0.0716,-0.6152,0.6014,0.6577,0.5055,-0.9727,mungbean
-0.6381,0.08,-0.5559,0.7101,0.7023,-0.0656,-0.945,mungbean
-0.5297,-0.4052,-0.5164,0.7492,0.6595,-0.1344,-0.912,mungbean
-0.3401,-0.5265,-0.5362,0.4767,0.6021,0.1123,-1.2256,mungbean
-1.2071,-0.4962,-0.6152,0.488,0.3984,0.3764,-1.1888,mungbean
-1.2071,-0.1929,-0.5954,0.7003,0.3953,0.3177,-1.152,mungbean
-0.7194,-0.2839,-0.6152,0.8382,0.3843,0.2545,-0.9609,mungbean
-0.6923,0.1709,-0.5757,0.6815,0.5483,0.2031,-1.0831,mungbean
-0.5026,0.08,-0.5362,0.3495,0.772,0.3015,-0.822,mungbean
-1.1529,-0.2536,-0.5954,0.4571,0.6262,0.6999,-1.0959,mungbean
-0.8549,-0.4355,-0.6152,0.7239,0.4636,0.5437,-1.0736,mungbean
-0.313,-0.4962,-0.6546,0.6679,0.5529,0.4553,-0.7938,mungbean
-0.4755,-0.4962,-0.5757,0.4564,0.6772,0.9224,-1.0916,mungbean
-0.6652,0.0193,-0.6152,0.579,0.7851,-0.2545,-0.9823,mungbean
-0.8007,-0.0716,-0.6546,0.7405,0.7955,0.2709,-1.0039,mungbean
-0.7736,0.0193,-0.5559,0.5818,0.5461,0.2848,-1.1366,mungbean
-0.5839,-0.2536,-0.6349,0.5571,0.7382,0.1472,-1.0982,mungbean
-1.2613,-0.4052,-0.5362,0.6283,0.4032,0.3309,-1.0767,mungbean
-1.0987,-0.4962,-0.5164,0.6146,0.7928,0.7758,-0.8178,mungbean
-1.2613,-0.2839,-0.5757,0.4622,0.5411,0.5848,-1.0957,mungbean
-0.8278,-0.2536,-0.6152,0.5053,0.5488,0.3896,-1.2051,mungbean
-0.7465,-0.2536,-0.4967,0.6242,0.6833,0.6638,-0.8616,mungbean
-0.6923,-0.1626,-0.5362,0.5574,0.5395,-0.2608,-0.9265,mungbean
0.1476,0.7774,-0.6546,0.7641,-0.3721,1.2731,-0.5746,blackgram
-0.6923,0.2619,-0.5362,0.2209,-0.1501,0.7374,-0.6609,blackgram
-0.2317,0.2316,-0.5164,0.1297,-0.413,1.2267,-0.6048,blackgram
-0.2317,0.5955,-0.4572,1.6633,-0.1919,0.0419,-0.5501,blackgram
-0.1775,0.1406,-0.5954,0.4781,-0.2882,0.4458,-0.5636,blackgram
-0.015,0.0496,-0.6349,0.6318,-0.2761,1.4371,-0.7499,blackgram
-0.4214,0.5651,-0.5362,1.6632,-0.3232,1.6438,-0.6663,blackgram
-0.5568,0.3226,-0.5559,1.6292,-0.4453,0.1345,-0.645,blackgram
-0.6381,0.3226,-0.5362,1.4273,-0.1257,1.3884,-0.5422,blackgram
-0.015,0.6258,-0.6152,0.2932,-0.3648,0.0922,-0.539,blackgram
-0.313,0.5955,-0.4769,0.0083,-0.4627,0.9752,-0.622,blackgram
0.1747,0.4135,-0.4572,1.3296,-0.2187,1.3982,-0.7081,blackgram
0.0392,0.2922,-0.5757,0.7848,-0.142,0.5937,-0.654,blackgram
0.1205,0.3832,-0.5164,1.0461,-0.1207,1.6521,-0.6702,blackgram
0.0121,0.08,-0.5954,0.4961,-0.3267,0.3063,-0.5933,blackgram
-0.3943,0.3832,-0.6546,0.8828,-0.0959,0.2569,-0.6611,blackgram
0.2289,0.0496,-0.5757,1.2104,-0.4031,1.1152,-0.6278,blackgram
-0.015,0.1406,-0.4967,0.434,-0.4033,1.4569,-0.6135,blackgram
-0.5568,0.3529,-0.4572,1.4362,-0.3094,1.5987,-0.5816,blackgram
-0.8278,0.2619,-0.5954,0.7402,-0.2918,1.1594,-0.7562,blackgram
0.2018,0.5348,-0.6546,0.4365,-0.175,0.5813,-0.536,blackgram
-0.6923,0.5348,-0.4769,0.5687,-0.4957,0.9282,-0.5196,blackgram
0.0392,0.5348,-0.6349,0.42,-0.1322,0.7837,-0.5765,blackgram
-0.2859,0.2922,-0.5954,0.9481,-0.1716,0.3553,-0.736,blackgram
-0.8278,0.2013,-0.4572,0.3376,-0.1074,0.3321,-0.7693,blackgram
-0.0691,0.2316,-0.5362,0.9222,-0.4398,0.2052,-0.6886,blackgram
-0.042,0.4438,-0.5164,0.5831,-0.447,0.8499,-0.7274,blackgram
-0.0691,0.2619,-0.6546,-0.0495,-0.2176,1.3818,-0.6852,blackgram
-0.5026,0.3832,-0.6152,1.843,-0.2792,0.8955,-0.6065,blackgram
-0.8007,0.2922,-0.5164,-0.1025,-0.1686,0.5039,-0.525,blackgram
-0.8278,0.5651,-0.5757,1.3551,-0.3205,1.199,-0.6851,blackgram
-0.6923,0.3529,-0.5362,1.6291,-0.1298,0.5309,-0.6228,blackgram
-0.2588,0.7471,-0.5362,-0.0825,-0.4991,0.1445,-0.5929,blackgram
0.0663,0.4135,-0.6152,1.2169,-0.1107,1.0694,-0.7643,blackgram
-0.313,0.2013,-0.5362,1.8334,-0.3541,0.6507,-0.705,blackgram
-0.6923,0.6864,-0.6152,1.2098,-0.1279,0.9973,-0.7491,blackgram
-0.8007,0.7471,-0.5757,0.3052,-0.2121,0.5824,-0.6117,blackgram
0.1747,0.2013,-0.6152,0.1228,-0.1616,1.3378,-0.5438,blackgram
0.1476,0.6561,-0.6546,0.9057,-0.5129,0.8824,-0.6751,blackgram
-0.042,0.5651,-0.6546,1.1737,-0.1638,0.8627,-0.5204,blackgram
-0.7194,0.8077,-0.5757,0.8025,-0.1077,0.4376,-0.6879,blackgram
-0.042,0.6864,-0.5954,0.2839,-0.1698,1.1944,-0.7825,blackgram
-0.611,0.4438,-0.5757,1.7822,-0.4536,1.5897,-0.5648,blackgram
0.1205,0.7471,-0.5362,1.5364,-0.3839,0.1724,-0.726,blackgram
-0.015,0.3226,-0.4572,0.6369,-0.3643,0.3424,-0.6044,blackgram
-0.4485,0.8077,-0.5757,1.1609,-0.3785,0.0669,-0.582,blackgram
-0.8278,0.4438,-0.4967,-0.0132,-0.3382,1.5998,-0.7331,blackgram
0.1205,0.4135,-0.6349,1.7298,-0.0803,0.1644,-0.6041,blackgram
-0.7465,0.5045,-0.6546,1.7747,-0.376,1.2073,-0.7834,blackgram
0.0663,0.6258,-0.6546,0.7542,-0.2937,1.3539,-0.5694,blackgram
-0.6652,0.4135,-0.6349,0.6895,-0.1607,0.9134,-0.6485,blackgram
-0.4755,0.8077,-0.5164,0.5835,-0.259,0.1609,-0.6075,blackgram
-0.3672,0.7774,-0.5757,0.3808,-0.0959,0.8717,-0.6198,blackgram
-0.4755,0.6561,-0.5362,1.4678,-0.1142,0.2858,-0.7491,blackgram
-0.7736,0.0496,-0.5559,1.6468,-0.0683,1.233,-0.7699,blackgram
-0.8278,0.4438,-0.6152,0.8894,-0.5106,0.1412,-0.5775,blackgram
-0.2046,0.4438,-0.5559,0.7826,-0.2384,1.3286,-0.6192,blackgram
-0.1775,0.6864,-0.5164,0.3256,-0.1559,1.6876,-0.6287,blackgram
-0.4485,0.2013,-0.6349,1.134,-0.3249,1.1025,-0.7208,blackgram
-0.8007,0.5651,-0.6152,1.1664,-0.2212,1.4359,-0.7599,blackgram
-0.6923,0.4438,-0.5757,0.7474,-0.3247,0.8258,-0.655,blackgram
-0.2588,0.2619,-0.6546,0.7442,-0.3294,1.1496,-0.6956,blackgram
-0.611,0.3529,-0.4967,0.5473,-0.431,1.2093,-0.5318,blackgram
-0.4214,0.3226,-0.6546,0.5646,-0.357,0.0396,-0.6176,blackgram
0.0392,0.1406,-0.6349,0.9925,-0.4644,0.902,-0.5841,blackgram
0.2018,0.6561,-0.4572,-0.0712,-0.4544,1.024,-0.6337,blackgram
-0.4485,0.3832,-0.5757,1.4526,-0.5077,1.4438,-0.5463,blackgram
0.0392,0.5045,-0.6349,1.5905,-0.2191,1.3768,-0.6577,blackgram
-0.7465,0.1103,-0.5757,1.4268,-0.1565,1.01,-0.5471,blackgram
-0.2317,0.1406,-0.4572,0.3639,-0.3855,0.057,-0.6189,blackgram
-0.3672,0.2619,-0.6152,0.0137,-0.0736,0.8423,-0.5249,blackgram
-0.1775,0.6561,-0.5164,0.8724,-0.3295,1.4282,-0.587,blackgram
-0.8007,0.8077,-0.5559,0.5117,-0.1443,1.1391,-0.7122,blackgram
0.1476,0.6864,-0.6349,0.5247,-0.4624,1.3488,-0.731,blackgram
-0.5839,0.6864,-0.6546,0.5779,-0.3271,0.7187,-0.6147,blackgram
-0.2046,0.2316,-0.5559,0.248,-0.4433,0.4327,-0.727,blackgram
0.1205,0.2013,-0.6546,1.4185,-0.1214,0.8964,-0.7162,blackgram
-0.1775,0.2922,-0.6546,0.1594,-0.3132,1.1237,-0.728,blackgram
-0.5839,0.4135,-0.5362,0.8248,-0.3636,0.1962,-0.736,blackgram
-0.0962,0.2922,-0.6349,0.3602,-0.1966,0.2486,-0.5634,blackgram
-0.2859,0.4438,-0.6152,1.681,-0.2845,1.6332,-0.6016,blackgram
0.2018,0.2316,-0.6546,1.0534,-0.3256,1.2063,-0.7403,blackgram
-0.2588,0.6258,-0.5954,0.6205,-0.4697,0.1676,-0.5476,blackgram
0.2018,0.7774,-0.6152,0.3222,-0.2417,0.7396,-0.7488,blackgram
-0.6381,0.2619,-0.4769,0.5953,-0.2116,1.143,-0.7496,blackgram
-0.6381,0.2013,-0.6152,0.1583,-0.352,0.7203,-0.7106,blackgram
0.0392,0.3529,-0.5559,1.4224,-0.2392,0.4456,-0.6302,blackgram
-0.1775,0.0496,-0.4572,0.7932,-0.2502,1.2305,-0.5879,blackgram
-0.8007,0.2619,-0.4769,1.5554,-0.393,0.4884,-0.6918,blackgram
0.256,0.1709,-0.5164,1.235,-0.2129,0.9332,-0.5322,blackgram
-0.4755,0.7168,-0.5362,0.9311,-0.2629,0.7023,-0.5791,blackgram
0.2289,0.1406,-0.6152,0.5788,-0.2322,1.1616,-0.7394,blackgram
-0.5839,0.2922,-0.6152,0.8711,-0.1614,1.0237,-0.6732,blackgram
0.2289,0.2922,-0.5954,1.1929,-0.5099,0.0739,-0.6693,blackgram
-0.5839,0.5045,-0.6546,0.9321,-0.3565,0.521,-0.5332,blackgram
0.2018,0.5955,-0.6349,1.5315,-0.2608,0.523,-0.7019,blackgram
0.1205,0.7168,-0.5164,1.1493,-0.3814,1.6687,-0.7041,blackgram
-0.2317,0.7774,-0.4967,0.4149,-0.368,0.4037,-0.6351,blackgram
-0.1775,0.7168,-0.5362,1.3872,-0.4574,1.1082,-0.7576,blackgram
-0.3401,0.2619,-0.4572,1.4087,-0.1663,1.2723,-0.7296,blackgram
-0.5026,0.6864,-0.6546,0.481,-0.3587,1.4664,-1.0939,lentil
-1.0174,0.2316,-0.5164,-1.2198,-0.3686,1.6276,-1.0307,lentil
-0.3401,0.2013,-0.5559,0.8359,-0.4871,1.3205,-1.0312,lentil
-1.0716,0.6258,-0.6152,-0.84,-0.07,0.2124,-1.0343,lentil
-0.3672,0.5348,-0.6349,0.1324,-0.1331,1.1055,-1.0433,lentil
-0.5839,0.5348,-0.5954,-0.6797,-0.4197,-0.0763,-0.9099,lentil
-1.3154,0.5651,-0.5954,0.1896,-0.4719,1.767,-0.9568,lentil
-1.2071,0.1709,-0.5362,0.1923,-0.24,-0.4268,-0.9565,lentil
-1.0174,0.3226,-0.5559,-1.2803,-0.4001,0.1565,-1.2193,lentil
-1.1529,0.1406,-0.6152,0.6195,-0.1045,1.0553,-1.2432,lentil
-1.2071,0.7168,-0.5559,0.0338,-0.5032,-0.5314,-0.9886,lentil
-1.3154,0.6561,-0.5164,-0.3404,-0.4355,0.2444,-0.9265,lentil
-1.2884,0.4742,-0.4967,0.604,-0.3726,1.0725,-1.1011,lentil
-0.6381,0.8077,-0.4769,0.5539,-0.4362,1.7392,-0.9908,lentil
-0.313,0.7471,-0.6546,-0.8417,-0.399,-0.7032,-1.1226,lentil
-0.2859,0.7774,-0.6152,-0.8868,-0.3726,-0.085,-1.1783,lentil
-0.3672,0.2619,-0.5164,-0.3152,-0.4429,1.1994,-0.977,lentil
-0.5297,0.2013,-0.4769,-0.0418,-0.2527,1.6192,-0.9381,lentil
-0.7736,0.4135,-0.5164,0.6743,-0.314,1.3007,-0.8831,lentil
-1.2884,0.7471,-0.5954,-1.0672,-0.1271,0.5398,-0.9567,lentil
-1.2613,0.8077,-0.6349,0.7071,-0.1555,1.2568,-1.0652,lentil
-1.0174,0.2316,-0.4769,-1.4456,-0.0805,1.4997,-0.9841,lentil
-1.0445,0.3832,-0.5559,0.3552,-0.3623,1.12,-1.0744,lentil
-1.2613,0.2316,-0.5362,-0.1532,-0.5117,0.3628,-0.9953,lentil
-1.1258,0.2013,-0.5362,0.8549,-0.1873,1.36,-1.1483,lentil
-0.8819,0.3832,-0.5164,0.0521,-0.1766,-0.1578,-1.0113,lentil
-0.5026,0.08,-0.5954,-1.1001,-0.2533,0.8604,-1.0449,lentil
-1.2071,0.5651,-0.6546,-0.5179,-0.2144,1.5518,-0.8913,lentil
-0.9632,0.7168,-0.5559,-0.0957,-0.2047,1.2023,-0.9905,lentil
-1.3696,0.3529,-0.4769,0.5688,-0.4059,1.7732,-0.9158,lentil
-0.5568,0.7774,-0.5164,-1.4476,-0.0897,-0.2782,-0.9984,lentil
-1.2884,0.2922,-0.6349,-0.2441,-0.4626,0.5162,-0.9159,lentil
-1.3154,0.7471,-0.4967,-0.8489,-0.2265,1.0999,-1.0563,lentil
-1.0987,0.7471,-0.5954,-1.3975,-0.3942,-0.2229,-1.0808,lentil
-0.9903,0.4135,-0.4572,-0.065,-0.4772,0.9973,-0.9844,lentil
-0.313,0.3529,-0.4967,-0.0359,-0.1058,1.5722,-1.1363,lentil
-0.8549,0.5651,-0.6546,0.636,-0.0773,0.5445,-1.0807,lentil
-0.8819,0.1103,-0.5362,0.3477,-0.3389,-0.4052,-0.9826,lentil
-0.5297,0.1406,-0.6546,0.5338,-0.5071,-0.3898,-1.0574,lentil
-0.611,0.1406,-0.4572,0.3685,-0.4238,0.5068,-1.1949,lentil
-1.2342,0.3529,-0.5757,-1.449,-0.1518,0.6577,-0.9948,lentil
-0.9361,0.3529,-0.5757,0.3942,-0.0981,0.7414,-1.1054,lentil
-0.4485,0.3529,-0.5757,-0.4299,-0.3712,-0.6812,-1.0567,lentil
-0.9903,0.4742,-0.5757,-0.9205,-0.3504,0.9951,-0.9294,lentil
-0.7736,0.0496,-0.6349,-0.36,-0.155,0.0605,-0.9778,lentil
-0.7194,0.2316,-0.6152,-0.5885,-0.2712,-0.3053,-1.1859,lentil
-1.3154,0.7774,-0.6546,-0.806,-0.27,1.3387,-1.2324,lentil
-0.6652,0.2922,-0.6152,0.8419,-0.2584,0.6214,-1.0648,lentil
-0.6381,0.2316,-0.6546,-0.0693,-0.1969,0.6314,-1.0032,lentil
-0.7194,0.5045,-0.6349,-0.0864,-0.1145,0.1015,-1.2454,lentil
-1.0174,0.6258,-0.4572,-0.2952,-0.4666,-0.0102,-1.0779,lentil
-1.2071,0.3226,-0.4967,-0.4505,-0.1832,0.77,-1.2244,lentil
-1.0445,0.1406,-0.4967,-0.7645,-0.3633,0.382,-0.9651,lentil
-0.5026,0.7774,-0.5164,0.3922,-0.3603,-0.7147,-0.8933,lentil
-1.2071,0.4438,-0.5954,-0.2425,-0.4033,0.3126,-1.0229,lentil
-1.0987,0.7774,-0.5559,-0.1251,-0.206,-0.1158,-1.1875,lentil
-0.3401,0.7168,-0.5164,0.5172,-0.0973,-0.2019,-1.2393,lentil
-0.909,0.6258,-0.6152,0.0818,-0.0864,1.1938,-1.2075,lentil
-0.6652,0.4438,-0.4769,0.4804,-0.3327,1.3382,-1.2067,lentil
-0.7465,0.6561,-0.6152,-0.1466,-0.336,0.9416,-1.0043,lentil
-0.5026,0.7471,-0.5164,-0.325,-0.41,0.6947,-0.911,lentil
-0.8549,0.7774,-0.5757,-1.0975,-0.1671,0.2685,-1.1023,lentil
-0.7736,0.2013,-0.5954,-1.1899,-0.458,0.3548,-1.1228,lentil
-0.611,0.4742,-0.6349,0.8205,-0.2331,0.1007,-1.2333,lentil
-1.3425,0.4135,-0.5362,0.3763,-0.4917,0.1061,-1.0082,lentil
-1.0445,0.4135,-0.4967,0.0025,-0.3744,0.1493,-1.055,lentil
-0.3943,0.4135,-0.5559,-1.0322,-0.4945,0.5875,-0.9127,lentil
-0.611,0.5045,-0.5362,-0.0446,-0.4934,1.2509,-1.1699,lentil
-1.0445,0.5348,-0.5757,-0.1393,-0.4838,0.8699,-1.115,lentil
-0.7736,0.4438,-0.6349,0.4126,-0.3717,1.6507,-1.2012,lentil
-0.6652,0.3832,-0.5164,-1.4916,-0.2866,-0.2184,-0.9448,lentil
-0.9361,0.3529,-0.6349,-1.4787,-0.4054,-0.505,-0.9619,lentil
-0.9903,0.1709,-0.5164,-0.3534,-0.161,0.384,-1.0293,lentil
-0.4755,0.1709,-0.5757,-0.4786,-0.3924,1.5141,-0.9812,lentil
-0.8007,0.2922,-0.6152,-0.104,-0.1485,0.1166,-1.1285,lentil
-1.3696,0.4742,-0.5362,0.05,-0.4312,0.7799,-1.2154,lentil
-1.0987,0.6561,-0.6152,-1.4176,-0.154,1.6319,-1.173,lentil
-0.5568,0.2316,-0.5954,0.3028,-0.2002,-0.4028,-0.9274,lentil
-1.3696,0.6258,-0.6152,-0.4509,-0.3134,0.9971,-1.0273,lentil
-0.4214,0.6258,-0.5164,0.2186,-0.3825,0.555,-1.1027,lentil
-1.18,0.2922,-0.4769,-1.1968,-0.3158,0.4513,-0.9176,lentil
-1.1258,0.08,-0.6152,0.1029,-0.2116,-0.2682,-1.037,lentil
-0.9903,0.6258,-0.6546,0.4708,-0.2653,0.0304,-0.9741,lentil
-0.9903,0.6864,-0.5559,0.6801,-0.4212,0.7405,-1.2187,lentil
-0.3943,0.3529,-0.6349,0.0191,-0.3311,1.58,-0.9699,lentil
-0.611,0.4135,-0.5362,-0.7542,-0.3482,-0.2824,-1.0345,lentil
-0.611,0.7774,-0.6349,-0.1797,-0.5038,-0.5393,-0.9162,lentil
-0.2859,0.2316,-0.5164,-0.9217,-0.2548,0.6885,-1.0779,lentil
-1.0987,0.5045,-0.5757,-0.1515,-0.1124,1.0377,-1.1257,lentil
-1.0445,0.8077,-0.5757,-0.732,-0.2815,-0.6559,-1.226,lentil
-0.3672,0.7168,-0.5559,0.0627,-0.1247,0.7897,-0.9544,lentil
-1.3696,0.4135,-0.5164,0.8306,-0.0932,0.1607,-0.9445,lentil
-1.18,0.5955,-0.4572,0.3764,-0.3751,1.0579,-1.0602,lentil
-1.0987,0.08,-0.5954,0.4701,-0.1275,1.1084,-1.0439,lentil
-0.313,0.5045,-0.6546,-0.9577,-0.3405,-0.1333,-1.0107,lentil
-0.6652,0.08,-0.5164,-0.5064,-0.4967,0.7,-0.9257,lentil
-1.1258,0.7168,-0.6152,-0.7818,-0.3548,-0.2439,-1.19,lentil
-1.2613,0.1709,-0.5757,0.1253,-0.1731,1.4888,-1.1403,lentil
-0.4485,0.5955,-0.6546,-0.9174,-0.3437,1.5004,-0.9166,lentil
-0.4755,0.7168,-0.6546,-0.3395,-0.2319,1.7224,-1.1415,lentil
-1.3154,-0.8904,-0.2004,-0.2087,0.9054,-0.7063,0.1548,pomegranate
-1.2071,-1.0723,-0.2202,-1.1771,0.8291,-0.6873,0.0834,pomegranate
-1.1529,-0.8297,-0.2399,-1.3496,0.7153,0.4333,-0.0172,pomegranate
-0.3672,-1.0723,-0.1807,-0.2902,1.0346,-0.0579,0.1232,pomegranate
-1.3696,-0.7994,-0.2004,-0.6262,0.8275,0.3471,0.1079,pomegranate
-0.5297,-0.86,-0.2004,-0.1291,0.94,0.036,0.1083,pomegranate
-0.8007,-0.9813,-0.2004,-0.6052,0.8017,-0.1833,0.0261,pomegranate
-1.2071,-0.7084,-0.1609,-0.5621,0.8973,-0.1397,0.0637,pomegranate
-0.6923,-0.7994,-0.1412,-1.2672,1.0241,0.5868,0.0833,pomegranate
-0.9632,-1.2846,-0.2004,-0.4915,0.9525,0.2083,0.1079,pomegranate
-0.9903,-1.4665,-0.2399,-0.1363,0.6159,-0.8232,0.0238,pomegranate
-0.9361,-1.3149,-0.1412,-0.1662,0.6359,0.3483,0.0418,pomegranate
-0.3943,-1.4059,-0.2202,-1.1356,0.6682,-0.8879,0.0883,pomegranate
-1.2613,-1.0117,-0.1412,-0.2667,1.0026,0.0873,0.0195,pomegranate
-0.5839,-0.951,-0.1609,-0.3931,0.8199,-0.4192,0.0768,pomegranate
-0.9361,-1.1633,-0.1214,-1.1729,0.791,0.5445,0.0925,pomegranate
-0.8819,-0.7994,-0.1412,-0.6422,0.9357,0.9123,0.0247,pomegranate
-1.0716,-1.0723,-0.1214,-0.7974,1.0513,-0.6862,-0.011,pomegranate
-1.2342,-1.1633,-0.2004,-1.4526,0.7496,-0.9823,0.0839,pomegranate
-0.8819,-0.9207,-0.0819,-0.3765,0.8148,-0.3684,0.0398,pomegranate
-1.1258,-1.3755,-0.1609,-0.6181,0.8285,0.1086,0.1492,pomegranate
-0.2859,-0.7994,-0.0622,-0.7814,1.0473,-0.7545,0.1633,pomegranate
-0.7736,-0.9207,-0.0819,-1.0836,0.8012,-0.4208,0.0706,pomegranate
-1.1258,-1.1329,-0.1807,-1.4231,0.8822,-0.476,0.0313,pomegranate
-1.0445,-0.7387,-0.1609,-1.172,0.8208,0.161,0.1423,pomegranate
-1.3696,-1.1026,-0.1214,-0.4768,0.8856,0.5045,0.1025,pomegranate
-1.3154,-0.9813,-0.0819,-1.3224,0.7112,0.1285,-0.0121,pomegranate
-0.611,-1.4362,-0.1609,-0.6933,0.8922,0.3882,0.062,pomegranate
-1.1529,-0.9207,-0.0819,-1.4108,0.818,0.8547,0.0912,pomegranate
-0.5839,-1.1329,-0.2399,-1.1468,0.7839,-0.9423,-0.011,pomegranate
-0.909,-1.0723,-0.1017,-0.2228,0.8695,-0.8096,-0.0049,pomegranate
-0.4485,-0.9813,-0.1214,-1.3544,0.829,0.2316,0.1375,pomegranate
-0.8007,-0.9207,-0.1214,-1.2,0.8453,0.56,0.0166,pomegranate
-0.6923,-1.1026,-0.1609,-1.3242,0.7308,0.1791,0.1423,pomegranate
-1.1529,-0.86,-0.2399,-1.1265,1.0544,0.464,0.0103,pomegranate
-0.6652,-1.0723,-0.1214,-1.1634,0.8162,0.5698,0.0867,pomegranate
-1.2613,-1.042,-0.1214,-0.3525,0.7349,-0.2105,0.1412,pomegranate
-0.3943,-0.8904,-0.1412,-0.1327,1.0232,0.6975,0.0076,pomegranate
-1.2342,-0.8904,-0.1609,-0.1825,1.0058,-0.2217,0.022,pomegranate
-0.8549,-1.1026,-0.1807,-0.1761,0.6325,0.3349,0.1422,pomegranate
-0.313,-0.7084,-0.2004,-1.0844,0.724,0.6406,0.0838,pomegranate
-1.2342,-0.7387,-0.0819,-0.907,0.9693,-1.152,0.024,pomegranate
-1.2613,-0.8904,-0.1017,-0.6345,0.7489,0.9435,0.1166,pomegranate
-0.3401,-0.9813,-0.2597,-1.0428,0.8041,-0.8118,0.1365,pomegranate
-0.3672,-1.2846,-0.2399,-0.2703,0.6325,0.311,0.0629,pomegranate
-1.1258,-0.86,-0.1412,-0.1582,0.9177,-0.642,0.106,pomegranate
-0.5839,-0.951,-0.1017,-1.1759,0.7399,-1.173,0.0469,pomegranate
-1.2342,-0.9813,-0.2004,-0.6286,0.8472,-0.4684,0.1637,pomegranate
-0.7736,-0.8297,-0.2004,-0.5325,0.6131,0.6702,0.1234,pomegranate
-1.2613,-1.0723,-0.2202,-0.5329,0.6256,0.8556,0.0513,pomegranate
-0.8007,-1.4362,-0.1412,-0.1449,0.8049,0.798,0.0679,pomegranate
-0.5839,-0.9813,-0.0622,-0.4358,0.9727,0.3616,0.032,pomegranate
